Rank_ID,Rank_Title,Working Area,Pay in ($),Location,Experience Level,Certification Required,Key Skills
J4462,Penetration Tester,Incident Takeover,108722,Germany,Mid-Level,Ethical Hacking,Secure Software
J4463,Cloud Architect,Application and Web Security,148261,China,Mid-Level,CCNA,Linux
J4464,Security Consultant,Application and Web Security,99665,United Kingdom,Mid-Level,Ethical Hacking,Vulnerability Assessment
J4465,Security Compliance Manager,GRC,107778,America,Entry-Level,CCIE,Mitigation
J4466,Penetration Tester,Penetration Tester,106990,United Kingdom,Mid-Level,Ethical Hacking,Python
J4467,Security Architect,Security Manager,138329,New York,Entry-Level,CompTIA Security+,Linux
J4468,GRC Manager,Penetration Tester,118847,United Kingdom,Entry-Level,Ethical Hacking,Secure Software
J4469,Security Compliance Manager,Application and Web Security,120836,Denmark,Mid-Level,CISSP,Linux
J4470,Penetration Tester,Application and Web Security,110125,Denmark,Entry-Level,Ethical Hacking,Vulnerability Assessment
J4471,Security Compliance Manager,Incident Takeover,126748,Canada,Senior,Ethical Hacking,Vulnerability Assessment
J4472,Penetration Tester,GRC,93868,China,Mid-Level,CCNA,Python
J4473,Security Compliance Manager,Incident Takeover,95845,New York,Entry-Level,Ethical Hacking,Mitigation
J4474,GRC Manager,Security Manager,126153,Canada,Senior,Ethical Hacking,Threat Management
J4475,Security Compliance Manager,Application and Web Security,104765,Canada,Mid-Level,CCIE,Mitigation
J4476,Security Consultant,Application and Web Security,109960,Germany,Mid-Level,CCNA,Secure Software
J4477,Security Compliance Manager,Network Monitoring and Security,86624,United Kingdom,Entry-Level,Ethical Hacking,Python
J4478,Security Architect,Application and Web Security,91442,Canada,Mid-Level,CCIE,Mitigation
J4479,Security Consultant,Security Manager,85829,Denmark,Entry-Level,CCIE,Secure Software
J4480,GRC Manager,Application and Web Security,142124,New York,Mid-Level,CCNA,Mitigation
J4481,Penetration Tester,Security Manager,140659,Canada,Mid-Level,CCNA,Threat Management
J4482,Penetration Tester,Network Monitoring and Security,111642,Denmark,Senior,Ethical Hacking,Secure Software
J4483,Security Architect,Cloud Security and Architect,94907,Canada,Entry-Level,CCNA,Vulnerability Assessment
J4484,Security Compliance Manager,Application and Web Security,88777,United Kingdom,Mid-Level,CompTIA Security+,Linux
J4485,Security Architect,Cloud Security and Architect,98035,Canada,Entry-Level,CompTIA Security+,Mitigation
J4486,Security Architect,Incident Takeover,92415,Denmark,Senior,CISSP,Threat Management
J4487,Security Consultant,Network Monitoring and Security,96426,New York,Senior,CISSP,Linux
J4488,Security Consultant,Security Manager,105162,United Kingdom,Senior,CompTIA Security+,Python
J4489,GRC Manager,Network Monitoring and Security,131241,New York,Entry-Level,CompTIA Security+,Secure Software
J4490,Cloud Architect,GRC,133762,China,Senior,CISSP,Secure Software
J4491,GRC Manager,Network Monitoring and Security,90153,United Kingdom,Mid-Level,Ethical Hacking,Python
J4492,Security Compliance Manager,GRC,100540,Denmark,Entry-Level,CISSP,Secure Software
J4493,Security Consultant,Penetration Tester,108464,New York,Entry-Level,Ethical Hacking,Python
J4494,Security Architect,Cloud Security and Architect,106908,Denmark,Mid-Level,CompTIA Security+,Vulnerability Assessment
J4495,GRC Manager,Incident Takeover,102758,Germany,Entry-Level,CISSP,Threat Management
J4496,Penetration Tester,Incident Takeover,104951,United Kingdom,Mid-Level,CISSP,Threat Management
J4497,GRC Manager,Cloud Security and Architect,90778,China,Entry-Level,CompTIA Security+,Mitigation
J4498,Security Architect,Cloud Security and Architect,111541,Germany,Entry-Level,CompTIA Security+,Threat Management
J4499,Penetration Tester,Network Monitoring and Security,103072,Canada,Entry-Level,CCNA,Python
J4500,Security Compliance Manager,Cloud Security and Architect,93957,New York,Entry-Level,CompTIA Security+,Python
J4501,Security Architect,Cloud Security and Architect,107238,United Kingdom,Senior,Ethical Hacking,Secure Software
J4502,Penetration Tester,Application and Web Security,96346,United Kingdom,Entry-Level,CCIE,Threat Management
J4503,Cloud Architect,Incident Takeover,114044,New York,Mid-Level,CCNA,Python
J4504,Security Compliance Manager,Penetration Tester,83837,Denmark,Senior,Ethical Hacking,Vulnerability Assessment
J4505,Security Consultant,Cloud Security and Architect,92075,America,Senior,CompTIA Security+,Linux
J4506,Cloud Architect,Network Monitoring and Security,98771,Canada,Entry-Level,CCIE,Threat Management
J4507,Cloud Architect,Penetration Tester,144554,America,Mid-Level,Ethical Hacking,Mitigation
J4508,GRC Manager,Penetration Tester,100446,United Kingdom,Mid-Level,CCNA,Threat Management
J4509,Penetration Tester,GRC,149868,United Kingdom,Mid-Level,CCIE,Python
J4510,GRC Manager,Application and Web Security,120678,China,Mid-Level,CCIE,Python
J4511,Cloud Architect,Network Monitoring and Security,96232,New York,Mid-Level,CISSP,Mitigation
J4512,Cloud Architect,Application and Web Security,87474,New York,Senior,CompTIA Security+,Mitigation
J4513,Cloud Architect,Network Monitoring and Security,111207,Germany,Senior,CompTIA Security+,Vulnerability Assessment
J4514,GRC Manager,Application and Web Security,114929,China,Senior,CISSP,Vulnerability Assessment
J4515,Security Consultant,Penetration Tester,101712,China,Mid-Level,CCIE,Secure Software
J4516,Penetration Tester,Cloud Security and Architect,98134,Germany,Senior,CCIE,Mitigation
J4517,Security Consultant,Penetration Tester,88397,New York,Mid-Level,Ethical Hacking,Mitigation
J4518,Penetration Tester,Penetration Tester,106559,New York,Mid-Level,Ethical Hacking,Threat Management
J4519,Security Architect,Security Manager,94787,New York,Mid-Level,Ethical Hacking,Threat Management
J4520,Penetration Tester,Security Manager,111332,New York,Senior,CISSP,Vulnerability Assessment
J4521,GRC Manager,Security Manager,82256,China,Mid-Level,CCIE,Python
J4522,GRC Manager,Cloud Security and Architect,99987,China,Senior,CompTIA Security+,Threat Management
J4523,GRC Manager,Cloud Security and Architect,92116,New York,Entry-Level,CISSP,Threat Management
J4524,Penetration Tester,Application and Web Security,107587,United Kingdom,Senior,CISSP,Mitigation
J4525,Cloud Architect,Security Manager,102082,New York,Mid-Level,CISSP,Threat Management
J4526,Penetration Tester,Cloud Security and Architect,140312,United Kingdom,Entry-Level,CCIE,Mitigation
J4527,Cloud Architect,Cloud Security and Architect,91100,United Kingdom,Mid-Level,CompTIA Security+,Vulnerability Assessment
J4528,Penetration Tester,Incident Takeover,90727,America,Mid-Level,CCNA,Secure Software
J4529,Security Consultant,Security Manager,99825,Canada,Mid-Level,CompTIA Security+,Linux
J4530,GRC Manager,Incident Takeover,99942,New York,Mid-Level,Ethical Hacking,Mitigation
J4531,GRC Manager,Application and Web Security,92896,America,Senior,CCNA,Mitigation
J4532,Security Architect,Penetration Tester,94295,Germany,Entry-Level,CCNA,Secure Software
J4533,GRC Manager,Network Monitoring and Security,78532,United Kingdom,Mid-Level,Ethical Hacking,Threat Management
J4534,Cloud Architect,Cloud Security and Architect,98787,China,Entry-Level,CCIE,Linux
J4535,Cloud Architect,Incident Takeover,125789,China,Mid-Level,CISSP,Vulnerability Assessment
J4536,Cloud Architect,Penetration Tester,114763,Germany,Entry-Level,CCIE,Secure Software
J4537,Security Architect,Network Monitoring and Security,99024,New York,Senior,Ethical Hacking,Linux
J4538,Security Consultant,Penetration Tester,91582,New York,Senior,CCNA,Vulnerability Assessment
J4539,GRC Manager,Security Manager,92389,Germany,Senior,Ethical Hacking,Vulnerability Assessment
J4540,Cloud Architect,Security Manager,103903,Denmark,Senior,Ethical Hacking,Python
J4541,Security Architect,Network Monitoring and Security,108161,New York,Senior,CompTIA Security+,Python
J4542,Penetration Tester,GRC,100054,China,Entry-Level,CCIE,Linux
J4543,Security Architect,Penetration Tester,133173,Germany,Mid-Level,CCIE,Python
J4544,GRC Manager,Network Monitoring and Security,95438,New York,Mid-Level,Ethical Hacking,Threat Management
J4545,Security Architect,Penetration Tester,93686,Canada,Mid-Level,CISSP,Linux
J4546,GRC Manager,Penetration Tester,101089,China,Entry-Level,CISSP,Linux
J4547,Security Consultant,Cloud Security and Architect,97323,Germany,Senior,Ethical Hacking,Linux
J4548,Security Compliance Manager,Network Monitoring and Security,97121,America,Entry-Level,CCIE,Mitigation
J4549,Security Architect,GRC,103438,America,Entry-Level,CCNA,Linux
J4550,Penetration Tester,Application and Web Security,99559,America,Entry-Level,CompTIA Security+,Mitigation
J4551,Security Architect,Cloud Security and Architect,110499,Canada,Mid-Level,CCNA,Python
J4552,Security Compliance Manager,Cloud Security and Architect,136959,Germany,Mid-Level,CCIE,Secure Software
J4553,Cloud Architect,Application and Web Security,129658,America,Entry-Level,Ethical Hacking,Python
J4554,Security Compliance Manager,Cloud Security and Architect,121264,Germany,Mid-Level,CCIE,Vulnerability Assessment
J4555,Cloud Architect,GRC,96861,Denmark,Mid-Level,Ethical Hacking,Secure Software
J4556,GRC Manager,Network Monitoring and Security,99251,China,Senior,CCIE,Mitigation
J4557,Cloud Architect,Penetration Tester,87549,United Kingdom,Mid-Level,CompTIA Security+,Mitigation
J4558,Penetration Tester,Cloud Security and Architect,94639,Canada,Mid-Level,CISSP,Linux
J4559,Penetration Tester,GRC,90802,Germany,Senior,CISSP,Linux
J4560,Penetration Tester,Application and Web Security,99244,China,Entry-Level,Ethical Hacking,Python
J4561,Security Consultant,Incident Takeover,82654,America,Mid-Level,CompTIA Security+,Threat Management
J4562,Penetration Tester,Cloud Security and Architect,114116,Denmark,Senior,CCNA,Linux
J4563,Security Architect,Cloud Security and Architect,118202,Denmark,Mid-Level,CompTIA Security+,Mitigation
J4564,Security Consultant,Cloud Security and Architect,103557,Denmark,Entry-Level,Ethical Hacking,Vulnerability Assessment
J4565,Security Compliance Manager,Penetration Tester,128807,Canada,Entry-Level,CISSP,Python
J4566,Security Architect,Penetration Tester,100133,New York,Entry-Level,CompTIA Security+,Linux
J4567,GRC Manager,Cloud Security and Architect,98656,United Kingdom,Senior,CISSP,Linux
J4568,Cloud Architect,GRC,99137,New York,Mid-Level,CISSP,Linux
J4569,Security Compliance Manager,Network Monitoring and Security,147345,China,Senior,Ethical Hacking,Linux
J4570,Penetration Tester,Incident Takeover,94052,Canada,Mid-Level,CCNA,Python
J4571,Penetration Tester,GRC,93849,Denmark,Mid-Level,CCNA,Linux
J4572,Security Consultant,Network Monitoring and Security,90197,China,Entry-Level,CCNA,Python
J4573,Security Architect,Cloud Security and Architect,97389,America,Senior,Ethical Hacking,Threat Management
J4574,Cloud Architect,Cloud Security and Architect,112663,America,Entry-Level,CCIE,Vulnerability Assessment
J4575,Security Architect,Application and Web Security,90032,Canada,Mid-Level,CCIE,Secure Software
J4576,GRC Manager,GRC,101177,United Kingdom,Senior,Ethical Hacking,Threat Management
J4577,Cloud Architect,Penetration Tester,148829,Denmark,Entry-Level,CISSP,Secure Software
J4578,Penetration Tester,GRC,101780,Germany,Entry-Level,CCNA,Mitigation
J4579,GRC Manager,GRC,86529,United Kingdom,Entry-Level,CCNA,Mitigation
J4580,Security Architect,Security Manager,84854,United Kingdom,Mid-Level,Ethical Hacking,Linux
J4581,Security Architect,Network Monitoring and Security,119315,Canada,Entry-Level,CCNA,Threat Management
J4582,Penetration Tester,Security Manager,114902,China,Entry-Level,CCIE,Secure Software
J4583,Cloud Architect,Incident Takeover,129334,United Kingdom,Senior,CCNA,Linux
J4584,Security Architect,Network Monitoring and Security,129608,America,Mid-Level,Ethical Hacking,Threat Management
J4585,Security Consultant,GRC,124053,United Kingdom,Entry-Level,CISSP,Secure Software
J4586,Cloud Architect,Network Monitoring and Security,111152,China,Senior,CISSP,Python
J4587,Cloud Architect,Security Manager,96325,China,Senior,CCNA,Python
J4588,Security Consultant,Application and Web Security,90983,New York,Senior,CISSP,Linux
J4589,Penetration Tester,Cloud Security and Architect,90522,Denmark,Mid-Level,CISSP,Secure Software
J4590,Security Compliance Manager,Security Manager,96065,America,Mid-Level,CISSP,Linux
J4591,GRC Manager,Network Monitoring and Security,106761,America,Senior,CISSP,Secure Software
J4592,Penetration Tester,Security Manager,82498,New York,Senior,CompTIA Security+,Linux
J4593,Penetration Tester,Security Manager,95356,United Kingdom,Senior,CCNA,Secure Software
J4594,Security Compliance Manager,Cloud Security and Architect,144535,New York,Entry-Level,CCIE,Vulnerability Assessment
J4595,Penetration Tester,GRC,111667,China,Mid-Level,CCIE,Threat Management
J4596,GRC Manager,Cloud Security and Architect,119797,New York,Entry-Level,CompTIA Security+,Python
J4597,Security Consultant,Penetration Tester,101285,China,Mid-Level,Ethical Hacking,Mitigation
J4598,Security Consultant,GRC,100951,New York,Senior,Ethical Hacking,Vulnerability Assessment
J4599,Penetration Tester,Penetration Tester,119521,Denmark,Senior,Ethical Hacking,Mitigation
J4600,Penetration Tester,Penetration Tester,90743,Denmark,Senior,CISSP,Threat Management
J4601,Penetration Tester,Application and Web Security,119921,Canada,Mid-Level,CompTIA Security+,Mitigation
J4602,GRC Manager,Security Manager,103754,Canada,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4603,Penetration Tester,Application and Web Security,107361,Canada,Senior,CCNA,Secure Software
J4604,Security Compliance Manager,GRC,85403,Canada,Mid-Level,CCIE,Secure Software
J4605,Security Architect,Network Monitoring and Security,127421,Canada,Senior,Ethical Hacking,Vulnerability Assessment
J4606,GRC Manager,Security Manager,82175,New York,Senior,CCNA,Vulnerability Assessment
J4607,Penetration Tester,Incident Takeover,121520,China,Entry-Level,CCNA,Mitigation
J4608,Security Architect,Penetration Tester,124059,Canada,Senior,CISSP,Python
J4609,Security Consultant,Incident Takeover,93322,Canada,Entry-Level,CCIE,Vulnerability Assessment
J4610,GRC Manager,Security Manager,99861,United Kingdom,Mid-Level,CompTIA Security+,Linux
J4611,Penetration Tester,Penetration Tester,95349,Canada,Mid-Level,CCIE,Vulnerability Assessment
J4612,Penetration Tester,Cloud Security and Architect,116336,Canada,Mid-Level,CCNA,Python
J4613,Cloud Architect,Application and Web Security,91090,Canada,Mid-Level,CISSP,Linux
J4614,GRC Manager,Cloud Security and Architect,92374,Canada,Entry-Level,CCIE,Linux
J4615,Penetration Tester,Cloud Security and Architect,91524,United Kingdom,Mid-Level,CompTIA Security+,Threat Management
J4616,Security Architect,Penetration Tester,113498,United Kingdom,Entry-Level,CCIE,Linux
J4617,Penetration Tester,Penetration Tester,116779,New York,Senior,Ethical Hacking,Python
J4618,Cloud Architect,GRC,117286,United Kingdom,Mid-Level,CCNA,Threat Management
J4619,Security Consultant,Penetration Tester,143993,America,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4620,Penetration Tester,Cloud Security and Architect,108671,United Kingdom,Senior,Ethical Hacking,Vulnerability Assessment
J4621,Security Architect,Network Monitoring and Security,86747,Canada,Senior,CCNA,Python
J4622,Penetration Tester,Application and Web Security,105625,Canada,Senior,CompTIA Security+,Threat Management
J4623,GRC Manager,Cloud Security and Architect,105821,China,Senior,CCIE,Linux
J4624,Security Architect,Network Monitoring and Security,90824,New York,Entry-Level,CompTIA Security+,Python
J4625,Security Consultant,Incident Takeover,115825,China,Mid-Level,Ethical Hacking,Secure Software
J4626,Security Compliance Manager,Penetration Tester,112658,China,Mid-Level,CISSP,Vulnerability Assessment
